URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,64.0,33.0,0.31958862886597933,0.09099537148217636,133.0,85.92870544090057,40.133644338522394,17.0,916.0,1066.0,2.420262664165103,2.0,7.0
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,59.0,37.0,0.22916766666666666,0.13426673426573427,78.0,72.16783216783217,32.397997064663734,11.0,516.0,715.0,2.055944055944056,1.0,6.0
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,67.0,33.0,0.340001,0.10504301680672269,102.0,85.18907563025209,38.503537228845026,13.0,811.0,952.0,2.341386554621849,1.0,7.0
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,59.0,23.0,0.4390253902439024,0.11036439165545088,73.0,76.44683714670256,33.88095708090325,10.0,568.0,743.0,2.259757738896366,2.0,6.0
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,51.0,23.0,0.3783793783783784,0.08087531693989071,104.0,77.70491803278688,35.774274905422445,14.0,711.0,915.0,2.2098360655737705,6.0,6.0
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,48.0,24.0,0.3333343333333333,0.10942349240121581,103.0,79.33130699088146,36.35006665600171,14.0,522.0,658.0,2.2203647416413372,6.0,6.0
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,29.0,12.0,0.41463514634146337,0.09785302863961814,80.0,77.80429594272077,34.76519663795787,11.0,326.0,419.0,2.0668257756563246,1.0,6.0
44,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,3.0,0.0,1.000001,0.100001,153.0,86.66666666666667,40.66666666666667,19.0,26.0,30.0,3.1666666666666665,1.0,8.0
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,40.0,13.0,0.509434962264151,0.1311891188118812,91.0,75.24752475247524,34.46657746855767,13.0,304.0,404.0,2.0866336633663365,1.0,6.0
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,67.0,40.0,0.2523374485981308,0.10113521550094517,117.0,81.37996219281663,37.71296048688276,16.0,861.0,1058.0,2.327977315689981,3.0,6.0
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,47.0,61.0,-0.12962862962962962,0.10354845925215724,101.0,79.86577181208054,36.530924109447604,15.0,833.0,1043.0,2.1725790987535953,3.0,6.0
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,36.0,19.0,0.30909190909090906,0.08567078193146417,104.0,83.64485981308411,37.96320708312839,13.0,537.0,642.0,2.454828660436137,4.0,7.0
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,30.0,24.0,0.1111121111111111,0.0776988417266187,72.0,75.10791366906476,33.43340937006493,10.0,522.0,695.0,2.20863309352518,2.0,6.0
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,65.0,24.0,0.4606751573033708,0.11803813527851459,106.0,78.24933687002653,35.86943171770758,13.0,590.0,754.0,2.240053050397878,6.0,6.0
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,65.0,22.0,0.49425387356321837,0.10558352427184466,92.0,76.82038834951457,34.84815533980583,13.0,633.0,824.0,2.253640776699029,1.0,6.0
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,29.0,0.0,1.000001,0.09206449206349207,127.0,83.80952380952381,39.002070393374744,16.0,264.0,315.0,2.5206349206349206,1.0,7.0
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,82.0,39.0,0.35537290082644624,0.15433773469387754,727.0,75.89285714285714,61.71714285714286,87.0,595.0,784.0,2.274234693877551,2.0,6.0
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,3.0,0.0,1.000001,0.100001,313.0,86.66666666666667,46.66666666666667,37.0,26.0,30.0,3.2333333333333334,1.0,8.0
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,8.0,3.0,0.4545464545454545,0.05527738190954774,93.0,82.91457286432161,37.14582914572865,13.0,165.0,199.0,2.3316582914572863,1.0,7.0
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,3.0,3.0,1e-06,0.050001000000000004,140.0,81.66666666666667,38.66666666666667,18.0,98.0,120.0,2.3,1.0,7.0
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,3.0,0.0,1.000001,0.100001,153.0,86.66666666666667,40.66666666666667,19.0,26.0,30.0,3.1666666666666665,1.0,8.0
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,28.0,67.0,-0.4105253157894737,0.12289880077619664,121.0,82.01811125485123,38.32867307336907,16.0,634.0,773.0,2.129366106080207,1.0,6.0
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,20.0,14.0,0.17647158823529413,0.08564331738035265,117.0,76.57430730478589,35.923056255247694,16.0,304.0,397.0,2.2191435768261965,2.0,6.0
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,58.0,37.0,0.22105363157894736,0.10281485281385282,74.0,78.78787878787878,34.84488124488124,10.0,728.0,924.0,2.2716450216450217,2.0,6.0
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,45.0,3.0,0.875001,0.13370573537604458,83.0,75.20891364902506,33.76561674166131,11.0,270.0,359.0,2.317548746518106,1.0,7.0
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,8.0,1.0,0.7777787777777778,0.040001,113.0,80.0,37.294117647058826,16.0,180.0,225.0,2.3377777777777777,1.0,6.0
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,22.0,8.0,0.46666766666666665,0.06741673033707865,106.0,71.68539325842697,33.75987158908507,15.0,319.0,445.0,2.148314606741573,1.0,6.0
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,16.0,8.0,0.3333343333333333,0.0898886404494382,124.0,83.14606741573034,38.59842696629214,16.0,222.0,267.0,2.606741573033708,1.0,7.0
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,18.0,9.0,0.3333343333333333,0.1323539411764706,68.0,80.88235294117648,35.26722689075631,9.0,165.0,204.0,2.4950980392156863,1.0,7.0
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,7.0,0.0,1.000001,0.06306406306306306,93.0,81.08108108108108,36.468796068796074,12.0,90.0,111.0,2.5405405405405403,1.0,7.0
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,26.0,34.0,-0.13333233333333333,0.136987301369863,64.0,75.57077625570776,33.301994712809424,10.0,331.0,438.0,2.1506849315068495,10.0,6.0
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,11.0,2.0,0.6923086923076923,0.11711811711711712,110.0,82.88288288288288,38.086486486486486,15.0,92.0,111.0,2.4234234234234235,1.0,6.0
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,37.0,11.0,0.5416676666666667,0.11483353588516747,125.0,86.36363636363636,39.93900293255132,16.0,361.0,418.0,2.5334928229665072,1.0,7.0
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,4.0,6.0,-0.199999,0.0970883786407767,80.0,72.81553398058253,32.87166813768756,11.0,75.0,103.0,2.2718446601941746,2.0,6.0
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,12.0,25.0,-0.3513503513513514,0.18408060199004975,77.0,77.61194029850746,34.54042829331603,10.0,156.0,201.0,2.318407960199005,2.0,6.0
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,30.0,47.0,-0.22077822077922077,0.0816552948038176,117.0,82.92682926829268,38.20006504065041,16.0,782.0,943.0,2.4411452810180276,2.0,7.0
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,44.0,22.0,0.3333343333333333,0.07719398245614036,106.0,76.49122807017544,35.48220551378446,14.0,654.0,855.0,2.2128654970760233,2.0,6.0
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,39.0,24.0,0.23809623809523808,0.08046077011494253,82.0,73.9463601532567,33.445210727969354,12.0,579.0,783.0,2.123882503192848,5.0,6.0
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,27.0,7.0,0.5882362941176471,0.080001,58.0,69.41176470588235,30.463118580765638,8.0,295.0,425.0,2.0988235294117645,2.0,6.0
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,42.0,8.0,0.6800010000000001,0.08064616129032258,84.0,77.74193548387098,34.79826673086182,12.0,482.0,620.0,2.267741935483871,3.0,6.0
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,35.0,6.0,0.7073180731707317,0.17372981355932204,134.0,81.35593220338984,38.442372881355936,18.0,192.0,236.0,2.5677966101694913,1.0,6.0
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,44.0,14.0,0.5172423793103449,0.07064655420219244,117.0,81.85140073081608,37.87181029232644,15.0,672.0,821.0,2.428745432399513,3.0,7.0
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,26.0,65.0,-0.4285704285714286,0.17984289723320157,60.0,73.3201581027668,32.17876746645884,9.0,371.0,506.0,2.1126482213438735,9.0,6.0
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,51.0,22.0,0.3972612739726027,0.13419217647058823,58.0,68.75,30.363157894736844,9.0,374.0,544.0,1.9411764705882353,1.0,6.0
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,21.0,27.0,-0.124999,0.08333433333333333,104.0,73.26388888888889,34.425555555555555,15.0,422.0,576.0,1.8541666666666667,4.0,6.0
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,26.0,22.0,0.08333433333333333,0.07830442577487765,90.0,79.6084828711256,35.863065279597784,12.0,488.0,613.0,2.265905383360522,3.0,7.0
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,26.0,75.0,-0.48514751485148516,0.18808293668528864,62.0,74.30167597765363,32.62337309376416,9.0,399.0,537.0,2.1322160148975793,9.0,6.0
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,23.0,9.0,0.437501,0.0881552699724518,103.0,71.900826446281,33.6003305785124,14.0,261.0,363.0,2.0633608815426996,1.0,6.0
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,11.0,6.0,0.2941186470588235,0.09392365193370165,145.0,79.00552486187846,38.184028126569565,20.0,143.0,181.0,2.3701657458563536,1.0,6.0
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,27.0,18.0,0.200001,0.1048961048951049,155.0,81.58508158508158,39.49803263403263,20.0,350.0,429.0,2.2843822843822843,1.0,7.0
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,21.0,26.0,-0.10638197872340426,0.07755875577557755,94.0,76.23762376237624,34.74768108389787,13.0,462.0,606.0,2.0775577557755778,2.0,6.0
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,23.0,10.0,0.3939403939393939,0.015069493150684931,87.0,62.054794520547944,29.29130556332122,14.0,1359.0,2190.0,1.7639269406392695,8.0,5.0
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,38.0,46.0,-0.09523709523809523,0.09312738580931264,95.0,82.26164079822617,37.199894414528565,12.0,742.0,902.0,2.149667405764967,3.0,6.0
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,30.0,62.0,-0.34782508695652176,0.10454645454545454,132.0,84.31818181818181,39.593939393939394,17.0,742.0,880.0,2.3102272727272726,1.0,7.0
91,https://insights.blackcoffer.com/human-rights-outlook/,7.0,1.0,0.750001,0.08695752173913043,116.0,80.43478260869566,37.43105590062112,16.0,74.0,92.0,2.4347826086956523,1.0,6.0
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,34.0,4.0,0.7894746842105264,0.08189755172413793,102.0,75.43103448275862,34.93138815207781,16.0,350.0,464.0,2.185344827586207,3.0,6.0
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,36.0,34.0,0.02857242857142857,0.08092585549132948,64.0,73.757225433526,32.36239430564181,8.0,638.0,865.0,2.107514450867052,2.0,6.0
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,45.0,14.0,0.5254247288135594,0.06614449775784753,83.0,74.43946188340807,33.65404562292845,12.0,664.0,892.0,2.226457399103139,1.0,6.0
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,32.0,29.0,0.04918132786885246,0.10971323021582734,102.0,76.79856115107914,35.45133935404868,14.0,427.0,556.0,2.0899280575539567,2.0,6.0
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,18.0,41.0,-0.3898295084745763,0.059357136820925555,138.0,75.45271629778671,36.492197630225796,18.0,750.0,994.0,2.13682092555332,1.0,6.0
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,18.0,42.0,-0.39999900000000005,0.12220059266802444,90.0,78.41140529531569,35.45622878479295,12.0,385.0,491.0,2.2219959266802443,1.0,6.0
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,39.0,45.0,-0.07142757142857142,0.13748054173486088,72.0,77.25040916530278,34.20286636882382,10.0,472.0,611.0,2.18657937806874,13.0,6.0
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,25.0,26.0,-0.0196068431372549,0.0918928918918919,132.0,78.91891891891892,37.40967283072546,16.0,438.0,555.0,2.3207207207207206,2.0,6.0
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,16.0,29.0,-0.2888878888888889,0.0734104616639478,105.0,68.35236541598695,32.449279499728114,15.0,419.0,613.0,2.0799347471451877,1.0,6.0
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,8.0,3.0,0.4545464545454545,0.09482858620689655,99.0,76.72413793103449,35.329655172413794,14.0,89.0,116.0,2.3275862068965516,1.0,6.0
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,32.0,44.0,-0.15789373684210525,0.1264569068219634,83.0,77.20465890183029,34.82284716728949,12.0,464.0,601.0,2.0016638935108153,4.0,6.0
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,5.0,21.0,-0.6153836153846154,0.08387196774193549,97.0,77.09677419354838,35.26728110599078,14.0,239.0,310.0,2.0161290322580645,2.0,6.0
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,30.0,55.0,-0.29411664705882357,0.13198857763975155,116.0,81.98757763975155,37.94703105590062,14.0,528.0,644.0,2.251552795031056,1.0,7.0
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,26.0,34.0,-0.13333233333333333,0.11904861904761904,116.0,77.77777777777779,36.28034188034189,16.0,392.0,504.0,2.0634920634920637,1.0,6.0
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,3.0,0.0,1.000001,0.026786714285714285,200.0,76.78571428571429,39.674285714285716,29.0,86.0,112.0,2.375,1.0,7.0
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,17.0,3.0,0.700001,0.062306295950155764,91.0,68.84735202492212,31.9665270168654,13.0,221.0,321.0,2.1059190031152646,2.0,6.0
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,33.0,51.0,-0.21428471428571427,0.1640635,152.0,81.8359375,39.34082661290323,20.0,419.0,512.0,2.1484375,2.0,7.0
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,35.0,22.0,0.22807117543859648,0.17272827272727273,90.0,73.03030303030303,33.47018572825024,13.0,241.0,330.0,1.9606060606060607,6.0,5.0
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,9.0,36.0,-0.599999,0.07525183612040134,108.0,76.42140468227426,35.55189520624304,15.0,457.0,598.0,1.9949832775919731,3.0,6.0
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,16.0,30.0,-0.30434682608695657,0.08646716541353383,97.0,82.70676691729322,37.25525578652513,12.0,440.0,532.0,2.236842105263158,1.0,7.0
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,30.0,47.0,-0.22077822077922077,0.1260239132569558,100.0,76.43207855973813,35.09875734982118,14.0,467.0,611.0,2.193126022913257,3.0,7.0
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,21.0,21.0,1e-06,0.09699869053117784,110.0,75.28868360277137,35.064044869679975,15.0,326.0,433.0,2.2055427251732103,2.0,6.0
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,45.0,41.0,0.046512627906976745,0.1184583002754821,92.0,74.3801652892562,33.96076176787639,12.0,540.0,726.0,2.0661157024793386,2.0,6.0
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,22.0,38.0,-0.2666656666666667,0.0671902497200448,123.0,71.89249720044792,34.6127365850972,17.0,642.0,893.0,1.9888017917133258,8.0,6.0
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,28.0,25.0,0.05660477358490566,0.12649264677804295,284.0,64.67780429594272,39.83778838504376,38.0,271.0,419.0,1.9236276849642004,3.0,5.0
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,37.0,59.0,-0.22916566666666666,0.10289489067524116,135.0,78.02786709539122,37.32917962504173,18.0,728.0,933.0,2.0557341907824225,7.0,6.0
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,35.0,51.0,-0.18604551162790697,0.14625950340136054,62.0,70.91836734693877,31.421892393320963,9.0,417.0,588.0,2.1700680272108843,1.0,6.0
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,12.0,14.0,-0.07692207692307693,0.1187224611872146,119.0,75.79908675799086,35.472575879666934,15.0,166.0,219.0,2.3378995433789953,1.0,7.0
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,42.0,87.0,-0.3488362093023256,0.0979508861047836,126.0,73.27258921791952,35.29539932353145,17.0,965.0,1317.0,2.003037205770691,3.0,6.0
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,38.0,61.0,-0.23232223232323232,0.14347926086956522,93.0,73.76811594202898,33.819746376811594,12.0,509.0,690.0,2.0652173913043477,5.0,6.0
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,34.0,66.0,-0.31999900000000003,0.10362794300518134,95.0,73.57512953367875,33.97122828405974,14.0,710.0,965.0,2.051813471502591,7.0,6.0
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,45.0,82.0,-0.29133758267716536,0.12342179689018465,115.0,73.56656948493682,34.91462779397473,16.0,757.0,1029.0,2.10689990281827,14.0,6.0
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,23.0,40.0,-0.26984026984126985,0.12209402325581395,104.0,71.31782945736434,33.327131782945735,15.0,368.0,516.0,2.0988372093023258,3.0,6.0
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,58.0,18.0,0.5263167894736842,0.07933294154488518,137.0,82.4634655532359,38.88077083667898,18.0,790.0,958.0,2.2745302713987474,2.0,7.0
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,18.0,24.0,-0.14285614285714285,0.09012975536480687,122.0,77.46781115879828,36.46947740469579,17.0,361.0,466.0,2.180257510729614,1.0,6.0
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,38.0,80.0,-0.35593120338983053,0.16164483561643836,113.0,77.53424657534246,36.2279843444227,15.0,566.0,730.0,2.2054794520547945,2.0,6.0
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,10.0,15.0,-0.199999,0.14285814285714285,99.0,76.0,34.775,14.0,133.0,175.0,2.257142857142857,4.0,6.0
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,8.0,7.0,0.06666766666666667,0.04918132786885246,124.0,72.45901639344262,34.79313036690086,17.0,221.0,305.0,2.140983606557377,2.0,6.0
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,22.0,50.0,-0.3888878888888889,0.08314187759815242,141.0,77.13625866050808,37.64666032694833,19.0,668.0,866.0,2.1397228637413397,1.0,6.0
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,87.0,30.0,0.48718048717948714,0.120001,124.0,80.82051282051282,37.8996336996337,17.0,788.0,975.0,2.277948717948718,1.0,6.0
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,26.0,20.0,0.13043578260869565,0.05686132138442522,117.0,74.78368355995056,35.39821918669209,17.0,605.0,809.0,2.165636588380717,3.0,6.0
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,28.0,19.0,0.19149036170212766,0.10930332558139536,143.0,82.32558139534883,39.3006029285099,19.0,354.0,430.0,2.318604651162791,2.0,7.0
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,10.0,11.0,-0.047618047619047615,0.093751,144.0,80.80357142857143,38.721428571428575,20.0,181.0,224.0,2.5,1.0,7.0
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,10.0,7.0,0.17647158823529413,0.08947468421052632,95.0,76.31578947368422,34.99690402476781,14.0,145.0,190.0,2.1,1.0,6.0
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,3.0,15.0,-0.6666656666666666,0.0821927808219178,92.0,71.68949771689498,32.657617268576175,12.0,157.0,219.0,2.2648401826484017,2.0,7.0
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,6.0,5.0,0.09091009090909091,0.10891189108910891,134.0,82.17821782178217,38.642715700141444,20.0,83.0,101.0,2.514851485148515,3.0,6.0
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,8.0,11.0,-0.15789373684210525,0.12666766666666668,94.0,82.66666666666667,37.06666666666667,12.0,124.0,150.0,2.3666666666666667,3.0,7.0
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,7.0,2.0,0.5555565555555556,0.06870329007633588,143.0,68.70229007633588,34.03091603053436,21.0,90.0,131.0,2.2519083969465647,1.0,6.0
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,15.0,51.0,-0.5454535454545454,0.125001,116.0,74.43181818181817,35.188111888111884,16.0,393.0,528.0,2.0170454545454546,1.0,6.0
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,9.0,20.0,-0.3793093448275862,0.10469414079422383,145.0,70.03610108303249,34.939440433213,21.0,194.0,277.0,2.0433212996389893,1.0,6.0
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,42.0,66.0,-0.2222212222222222,0.09954017050691244,121.0,71.9815668202765,34.65749159297547,17.0,781.0,1085.0,2.1400921658986176,1.0,6.0
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,8.0,25.0,-0.5151505151515151,0.09269762921348315,89.0,75.84269662921348,34.40565008025682,11.0,270.0,356.0,2.0224719101123596,1.0,6.0
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,3.0,0.0,1.000001,0.100001,153.0,86.66666666666667,40.66666666666667,19.0,26.0,30.0,3.1666666666666665,1.0,8.0
145,https://insights.blackcoffer.com/blockchain-in-fintech/,15.0,11.0,0.15384715384615386,0.06089092974238876,110.0,80.32786885245902,37.15467695274832,14.0,343.0,427.0,2.208430913348946,1.0,6.0
146,https://insights.blackcoffer.com/blockchain-for-payments/,26.0,26.0,1e-06,0.100001,97.0,80.0,36.333333333333336,12.0,416.0,520.0,2.205769230769231,5.0,7.0
147,https://insights.blackcoffer.com/the-future-of-investing/,39.0,11.0,0.5600010000000001,0.07861735220125786,112.0,77.9874213836478,36.28296855345912,15.0,496.0,636.0,2.2264150943396226,2.0,6.0
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,29.0,39.0,-0.14705782352941177,0.10413576263399694,86.0,79.93874425727412,35.993959241371186,12.0,522.0,653.0,2.3614088820826953,2.0,6.0
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,31.0,3.0,0.8235304117647059,0.09631828045325778,125.0,84.13597733711048,39.08516016561342,16.0,297.0,353.0,2.4390934844192635,1.0,7.0
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,39.0,37.0,0.02631678947368421,0.13217491304347825,76.0,78.95652173913044,35.12107023411371,10.0,454.0,575.0,2.220869565217391,1.0,6.0
